"Binalonan, Pangasinan — Central Agricultural Production Dataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crop
Type",Barangay,Month,Year,"Season /
Period",Phase,"Rainfall
(mm/day)","Avg Temp
(°C)","Min Temp
(°C)","Max Temp
(°C)","Humidity
(%)","Surface
Pressure (kPa)","Solar Rad.
(MJ/m²/day)","Climate
Type","Climate
Season",Soil Type,Terrain Type,"Elevation
(m asl)","Nearest
Water Body","Land Size
(ha)","Irrigated
Area (ha)","Rainfed
Area (ha)","Total Area
Planted (ha)","Area
Harvested (ha)","Production
(MT)","Yield
(MT/ha)","Primary Planting
Technique",Tillage Method,Water Management
Corn,Bugayong,November,2021,DS 2021-2022,Planting,3.47,26.41,19.95,31.91,82.55,98.34,17.76,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,21.39,,,,Direct Seeding (Furrow or Hill Method),Conventional Tillage: 1 deep plow + harrowing; ensure good drainage channels,Furrow irrigation; avoid waterlogging — clay fraction retains excess moisture
Corn,Bugayong,March,2022,DS 2021-2022,Harvest,2.00,27.04,19.32,35.27,75.42,98.36,22.13,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,,21.39,159.19,7.44,Direct Seeding (Furrow or Hill Method),Conventional Tillage: 1 deep plow + harrowing; ensure good drainage channels,Furrow irrigation; avoid waterlogging — clay fraction retains excess moisture
Corn,Santiago,November,2021,DS 2021-2022,Planting,3.47,26.41,19.95,31.91,82.55,98.34,17.76,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,283.08,,,70.93,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Santiago,March,2022,DS 2021-2022,Harvest,2.00,27.04,19.32,35.27,75.42,98.36,22.13,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,283.08,,,,70.93,527.89,7.44,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Pasileng Norte,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,36.40,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Pasileng Norte,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,36.40,274.17,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Tabuyoc,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,277.20,,,56.37,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Tabuyoc,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,56.37,424.58,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Bued,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Tagamusing River,210.84,,,42.58,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Bued,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,Tagamusing River,210.84,,,,42.58,320.71,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Dumayat,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,266.28,,,33.24,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Dumayat,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,266.28,,,,33.24,250.35,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Camanggaan,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,244.44,,,24.60,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Camanggaan,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,—,244.44,,,,24.60,185.31,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Vacante,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,,,47.47,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Vacante,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,,,,47.47,357.50,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Sta. Catalina,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,80.76,,,,Direct Seeding (Hills or Furrow Method),Minimum Tillage; deep ripping to break hardpan; avoid over-disturbance,Furrow irrigation; frequent light watering; mulch to retain soil moisture
Corn,Sta. Catalina,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,,80.77,608.29,7.53,Direct Seeding (Hills or Furrow Method),Minimum Tillage; deep ripping to break hardpan; avoid over-disturbance,Furrow irrigation; frequent light watering; mulch to retain soil moisture
Corn,Moreno,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Moderately Sloping / Highland,90,Alibeng River,641.76,,,57.86,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Moreno,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Moderately Sloping / Highland,90,Alibeng River,641.76,,,,57.86,435.77,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Cili,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,,,54.02,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Cili,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,,,,54.02,406.86,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Linmansangan,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,492.24,,,81.13,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Linmansangan,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,492.24,,,,81.13,611.07,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Sumabnit,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,73.05,,,,Direct Seeding (Hills or Furrow Method),Minimum Tillage; deep ripping to break hardpan; avoid over-disturbance,Furrow irrigation; frequent light watering; mulch to retain soil moisture
Corn,Sumabnit,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,,73.06,550.22,7.53,Direct Seeding (Hills or Furrow Method),Minimum Tillage; deep ripping to break hardpan; avoid over-disturbance,Furrow irrigation; frequent light watering; mulch to retain soil moisture
Corn,Capas,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,377.16,,,102.74,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Capas,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,—,377.16,,,,102.74,773.82,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Mangkasuy,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,92.38,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Mangkasuy,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,,92.38,695.78,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,San Pablo,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,,,53.23,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,San Pablo,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,,,,53.23,400.89,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Balangobong,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,281.40,,,53.25,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Balangobong,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,281.40,,,,53.26,401.09,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,San Felipe Central,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,452.76,,,66.39,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,San Felipe Central,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,—,452.76,,,,66.39,500.06,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,San Felipe Sur,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,,,68.83,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,San Felipe Sur,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,,,,68.83,518.43,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Pasileng Sur,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,,,69.82,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Pasileng Sur,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,,,,69.82,525.89,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Sta. Maria Norte,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,,,23.69,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Sta. Maria Norte,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,,,,23.69,178.42,7.53,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Bugayong,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,21.30,,,,Direct Seeding (Furrow or Hill Method),Conventional Tillage: 1 deep plow + harrowing; ensure good drainage channels,Furrow irrigation; avoid waterlogging — clay fraction retains excess moisture
Corn,Bugayong,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,,21.30,160.42,7.53,Direct Seeding (Furrow or Hill Method),Conventional Tillage: 1 deep plow + harrowing; ensure good drainage channels,Furrow irrigation; avoid waterlogging — clay fraction retains excess moisture
Corn,Santiago,November,2022,DS 2022-2023,Planting,2.22,26.38,19.97,31.80,83.62,98.40,17.64,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,283.08,,,70.65,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Santiago,March,2023,DS 2022-2023,Harvest,0.16,26.48,17.91,36.41,67.71,98.55,22.69,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,283.08,,,,70.65,531.99,7.53,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Pasileng Norte,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,42.70,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Pasileng Norte,March,2024,DS 2023-2024,Harvest,45.00,26.50,22.10,31.60,70.00,,,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,41.22,297.46,7.22,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Tabuyoc,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,277.20,,,66.12,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Tabuyoc,March,2024,DS 2023-2024,Harvest,45.00,26.50,22.10,31.60,70.00,,,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,63.83,460.63,7.22,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Bued,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Tagamusing River,210.84,,,49.95,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Bued,March,2024,DS 2023-2024,Harvest,45.00,26.50,22.10,31.60,70.00,,,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,Tagamusing River,210.84,,,,48.22,347.95,7.22,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Dumayat,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,266.28,,,38.99,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Dumayat,March,2024,DS 2023-2024,Harvest,45.00,26.50,22.10,31.60,70.00,,,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,—,266.28,,,,37.64,271.61,7.22,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Camanggaan,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,244.44,,,28.86,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Camanggaan,March,2024,DS 2023-2024,Harvest,45.00,26.50,22.10,31.60,70.00,,,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Sandy Loam,Flat / Lowland,30,—,244.44,,,,27.86,201.05,7.22,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
Corn,Vacante,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,,,55.68,,,,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Vacante,March,2024,DS 2023-2024,Harvest,45.00,26.50,22.10,31.60,70.00,,,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,,,,53.75,387.86,7.22,Direct Seeding (Furrow Method on Raised Beds),Deep Tillage (25 cm): 1–2 plowings; form raised beds 20–25 cm high to prevent waterlogging,Furrow irrigation only (not flood); ensure bed drainage; drain excess after rain
Corn,Sta. Catalina,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,94.73,,,,Direct Seeding (Hills or Furrow Method),Minimum Tillage; deep ripping to break hardpan; avoid over-disturbance,Furrow irrigation; frequent light watering; mulch to retain soil moisture
Corn,Sta. Catalina,March,2024,DS 2023-2024,Harvest,45.00,26.50,22.10,31.60,70.00,,,Type I – Tropical Monsoon (PAGASA),Dry (Hot),Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,,91.45,659.95,7.22,Direct Seeding (Hills or Furrow Method),Minimum Tillage; deep ripping to break hardpan; avoid over-disturbance,Furrow irrigation; frequent light watering; mulch to retain soil moisture
Corn,Moreno,November,2023,DS 2023-2024,Planting,1.34,26.50,19.59,32.04,81.69,98.49,17.20,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Moderately Sloping / Highland,90,Alibeng River,641.76,,,67.87,,,,Direct Seeding (Hill Planting / Furrow Method),Conventional Tillage: 1 deep plow (20–25 cm) + 1 harrowing; good tilth easily achieved,Furrow or sprinkler irrigation; AWD or weekly irrigation; good drainage natural
